TICKER,PERMNO,NCUSIP,sdate,edate,SCORE
HTEC,,,2004-04-15,2004-05-19,6
HTEC,90436,40637H10,2004-11-01,2023-12-29,1
HTLF,,,2000-10-19,2000-11-15,6
HTLF,89736,42234Q10,2003-05-15,2023-12-29,1
HTWR,92894,42236810,2009-03-19,2016-08-22,1
HTZW,91575,42805T10,2006-11-16,2016-06-30,1
HTZW,16086,42806J10,2016-07-14,2021-06-29,1
HTZW,16086,42806J70,2021-07-15,2023-12-29,1
HU0I,81084,44414410,2004-04-15,2023-12-29,1
HUBG,83272,44332010,1996-05-16,2023-12-29,1
HUCR,90558,44701110,2005-02-17,2023-12-29,1
HURN,90409,44746210,2004-11-18,2023-12-29,1
HUVL,,,2004-06-17,2004-10-13,6
HUVL,93043,44417210,2009-09-21,2015-06-30,1
HVN,65285,44248710,1984-03-15,1992-09-13,1
HVN,65285,44248720,1992-09-17,2019-03-28,1
HVN,65285,44248740,2019-04-18,2023-08-30,1
HWCX,91357,44244K10,2006-06-15,2021-06-15,1
HYAT,93098,44857910,2009-11-19,2023-12-29,1
HYG1,88729,44888210,2001-02-15,2009-10-28,1
HYG1,88729,44888310,2009-11-19,2010-03-11,1
HYG1,88729,44888320,2010-03-18,2019-09-06,1
HYNI,91902,42087720,2007-03-20,2023-12-29,1
HZO,86128,56790810,1998-07-16,2023-12-29,1
I2TN,89756,45811T10,2003-09-18,2007-08-09,1
IAAC,81254,45902810,2002-03-14,2011-02-28,1
IAAC,81254,46116V10,2011-03-17,2020-07-05,1
IAAC,81254,86189610,2020-07-16,2023-12-29,1
IART,82179,45798510,1995-10-19,1998-05-25,1
IART,82179,45798520,1998-06-18,2023-12-29,1
IASI,81584,45887510,1997-12-18,1997-12-22,1
IASI,81584,15649010,1998-01-15,2005-07-31,1
IASI,81584,12480510,2005-08-18,2023-12-29,1
IBCA,85559,46092710,2002-08-15,2015-01-20,1
IBCP,88912,45383810,1993-03-18,2010-08-31,1
IBCP,88912,45383860,2010-09-16,2023-12-29,1
IBKR,92043,45841N10,2007-05-17,2023-12-29,1
IBOC,85875,45904410,1999-06-17,2021-02-28,1
ICEI,90993,45865V10,2005-11-17,2013-11-12,1
ICEI,90993,45866F10,2013-11-14,2023-12-29,1
ICFI,91468,44925C10,2006-09-28,2023-12-29,1
ICGE,87167,46059C10,1999-09-16,2004-05-09,1
ICGE,87167,46059C20,2004-05-20,2011-06-20,1
ICGE,87167,44928D10,2011-07-14,2014-09-02,1
ICGE,87167,00509410,2014-09-18,2018-02-07,1
ICLR,19674,45103T10,1998-06-18,2013-02-01,1
ICLR,86072,G4705A10,2013-02-14,2023-12-29,1
ICOG,86270,G4705T10,1998-09-17,2001-12-31,1
ICOH,86270,44930K10,2006-09-13,2011-07-21,1
ICOH,86270,70686R10,2011-08-18,2016-10-02,1
ICOH,86270,70686R30,2016-10-20,2017-12-04,1
ICOH,86270,70686R50,2017-12-14,2017-12-15,1
ICOH,,,2018-01-18,2018-12-31,6
ICUI,77447,44930G10,1992-06-18,2023-12-29,1
IDIX,90280,45166R20,2004-08-19,2014-08-05,1
IDPH,76841,44937010,1991-12-19,2003-11-12,1
IDPH,76841,09062X10,2003-11-20,2023-12-29,1
IDSY,87016,44948910,2003-12-18,2019-10-02,1
IDSY,87016,73931J10,2019-10-17,2023-12-29,1
IDTC,83275,44894710,1996-04-18,2004-06-16,1
IDTC,88988,44894730,2004-06-17,2009-02-24,1
IDTC,88988,44894750,2009-03-19,2023-06-05,1
IDXX,76709,45168D10,1991-08-15,2023-12-29,1
IEE,85768,45811E10,1998-03-19,2006-05-14,1
IEE,85768,45811E30,2006-05-18,2014-09-30,1
IEX,75591,45167R10,1989-08-17,2023-12-29,1
IGLD,87168,M5659510,1999-09-16,2013-05-14,1
IHOP,76732,44962310,1991-09-19,2008-06-01,1
IHOP,76732,25442310,2008-06-19,2023-12-29,1
IILG,92772,46113M10,2008-09-18,2016-10-16,1
IILG,92772,44967H10,2016-10-20,2018-08-31,1
ILMN,88446,45232710,2000-09-14,2023-12-29,1
IM,84168,45715310,1996-12-19,2016-12-05,1
IMAX,80635,45245E10,1994-08-18,2023-12-29,1
IMG1,89630,45091310,2002-12-02,2023-12-29,1
IMGN,75860,45253H10,1990-02-15,2023-12-29,1
IMMR,87394,45252110,1999-12-16,2023-12-29,1
IMOS,89025,G2110R10,2002-09-19,2011-01-23,1
IMOS,89025,G2110R11,2011-10-20,2016-10-28,1
IMTN,83143,46284P10,1996-03-14,2000-02-01,1
IMTN,83143,46284610,2000-02-17,2015-01-20,1
IMTN,83143,46284V10,2015-02-19,2023-12-29,1
INAP,87236,45885A10,1999-11-18,2006-07-10,1
INAP,87236,45885A30,2006-07-20,2017-11-20,1
INAP,87236,45885A40,2017-12-14,2020-03-25,1
INAP,,,2020-04-16,2021-12-31,6
INBA,85559,46092710,1997-11-25,2002-08-14,5
INDI,77217,45590710,1996-04-18,2002-06-17,1
INDI,77217,45407310,2002-07-18,2005-09-21,1
INDI,77217,97717P10,2006-02-16,2023-12-29,1
INF1,83382,45666210,1996-06-20,2001-10-17,1
INF1,83382,89869710,2005-08-16,2013-12-30,1
INF1,83382,89869720,2014-01-16,2023-12-29,1
INFA,86830,45666Q10,1999-06-17,2015-08-06,1
INHL,80539,45719110,1994-06-16,2003-01-14,1
INHL,80539,64026810,2003-01-16,2023-12-29,1
INNF,92095,45667G10,2007-06-14,2023-12-29,1
INNN,87264,45839M10,1999-11-18,2011-06-30,1
INNN,87264,45841V10,2011-07-14,2016-12-01,1
INNN,,,2016-12-15,2019-12-31,6
INNV,88534,45769N10,2000-09-14,2023-12-29,1
INNZ,88351,45766920,2000-08-17,2011-03-02,1
INNZ,88351,45766930,2011-03-17,2023-12-29,1
INS2,86544,45678T10,1999-04-15,2002-09-12,1
INS2,86544,45678T20,2002-09-19,2009-06-04,1
INS2,86544,45678T30,2009-06-18,2012-06-06,1
INS2,86544,09522910,2012-06-14,2023-11-27,1
INT,75070,46024210,1988-01-14,1995-08-21,1
INT,75070,98147510,1995-09-14,2023-12-29,1
INTU,78975,46120210,1993-05-20,2023-12-29,1
INWK,91432,45773Y10,2006-08-16,2020-09-30,1
IOLA,90339,46095110,2004-10-14,2017-02-22,1
IPCC,89681,45665Q10,2003-02-20,2018-07-02,1
IPCM,92527,44984A10,2008-02-14,2015-11-20,1
IPGP,91668,44980X10,2006-12-14,2023-12-29,1
IPHS,91614,45774N10,2006-11-16,2020-02-06,1
IPI,79906,45337C10,1994-12-15,2023-12-29,1
IPOP,76613,45765210,1991-07-18,2007-09-23,1
IPOP,76613,46204410,2007-10-18,2016-02-04,1
IPOP,76613,46204420,2016-02-18,2022-05-18,1
IPOP,,,2022-05-19,,6
IPP,92621,46121Y10,2008-05-15,2020-08-13,1
IPP,92621,46121Y20,2020-08-20,2023-12-29,1
IRBT,90971,46272610,2005-11-09,2023-12-29,1
IRIX,83145,46268410,1996-04-18,2023-12-29,1
IRTN,90902,M6158M10,2005-10-20,2023-12-29,1
IRWD,93264,46333X10,2010-02-18,2023-12-29,1
ISBC,90952,46146P10,2005-10-12,2014-05-07,1
ISBC,90952,46146L10,2014-05-15,2022-04-06,1
ISBF,81564,45009110,1995-07-20,2000-05-14,1
ISBF,81564,45082810,2000-05-18,2020-07-01,1
ISCA,84226,46033520,1996-11-14,2019-10-17,1
ISH,90992,45173410,2005-11-17,2016-07-12,1
ISHU,90965,Y6219610,2005-11-17,2019-01-02,1
ISHU,90965,Y6219711,2019-01-17,2023-12-13,1
ISI1,87612,46069S10,2000-04-20,2017-02-23,1
ISIP,76661,46433010,1991-06-20,2015-12-21,1
ISIP,76661,46222210,2016-01-14,2023-12-29,1
ISRG,88352,46120E10,2000-07-20,2003-06-30,1
ISRG,88352,46120E60,2003-07-17,2023-12-29,1
ISSI,81256,45812P10,1995-03-16,2015-12-04,1
IST,85261,46489910,1997-09-18,2004-12-19,1
IST,85261,60684P10,2005-01-20,2007-01-29,1
IST,85261,03937E10,2007-02-15,2007-11-12,1
IST,85261,03938L10,2007-11-15,2017-05-21,1
IST,85261,03938L20,2017-06-15,2023-12-29,1
ITCH,90786,46568510,2005-08-18,2016-10-13,1
ITMN,87785,45885B10,2000-05-18,2001-04-26,1
ITMN,87785,45884X10,2001-05-17,2014-09-26,1
ITRI,79839,46574110,1994-02-17,2023-12-29,1
IUBC,77256,45514910,1995-08-17,2002-04-30,1
IUBC,77256,56062Y10,2002-05-16,2018-03-29,1
IVA1,82587,46114810,1995-11-21,2023-12-29,1
JAKK,83520,47012E10,1997-06-19,2020-07-09,1
JAKK,83520,47012E40,2020-07-16,2023-12-29,1
JARS,78977,02004010,1993-05-20,2002-06-02,1
JARS,78977,47110910,2002-06-20,2016-04-15,1
JAZP,92096,47214710,2007-06-14,2012-01-17,1
JAZP,92096,G5087110,2012-01-19,2023-12-29,1
JAZZ,92096,47214710,2007-06-01,2007-06-13,5
JAZZ,,,2007-06-14,2012-12-06,6
JBIL,79094,46631310,1993-05-20,2023-12-29,1
JBLU,89353,47714310,2002-05-16,2023-12-29,1
JBSS,77165,80042210,1992-02-20,2023-12-29,1
JBT,92729,47783910,2008-08-14,2023-12-29,1
JFAX,87075,47736610,1999-08-19,2000-12-10,1
JFAX,87075,46626E10,2000-12-14,2001-02-07,1
JFAX,87075,46626E20,2001-02-15,2011-12-06,1
JFAX,87075,48123V10,2011-12-15,2023-12-29,1
JKHY,88664,42628110,1987-02-19,2023-12-29,1
JMPG,92010,46629U10,2007-05-17,2021-11-15,1
JNPR,86979,48203R10,1999-08-19,2023-12-29,1
JOSB,80544,48083810,1994-06-16,2014-06-18,1
JOYG,89105,48116510,2001-08-01,2017-04-05,1
JRN,89849,48113010,2003-10-16,2015-03-31,1
JST,85799,G5138L10,1998-08-20,2015-11-11,1
JUMP,92261,G3922B10,2007-08-16,2023-12-29,1
JWAT,46288,46626510,1987-08-20,1993-10-08,1
JWAT,82694,29084Q10,1995-12-28,2023-12-29,1
K1,78395,49690210,1994-10-20,2003-01-31,1
K1,89692,49690220,2003-02-20,2004-12-05,1
K1,89692,49690240,2004-12-16,2023-12-29,1
KAR,93174,48238T10,2009-12-17,2023-12-29,1
KATE,85982,39823110,2002-04-18,2021-01-03,1
KATE,85982,45580R10,2021-01-14,2023-06-28,1
KBH,70092,48616810,1986-12-18,2001-01-17,1
KBH,70092,48666K10,2001-01-18,2023-12-29,1
KBR,91579,48242W10,2006-11-16,2023-12-29,1
KERX,88451,49251510,2000-09-14,2018-12-12,1
KEY,64995,49326310,1985-08-27,1994-03-01,1
KFBC,90085,48246S10,2004-05-20,2010-11-18,1
KFBC,90085,48305610,2010-12-16,2012-11-12,1
KFBC,90085,82886710,2012-11-15,2015-02-27,1
KFS2,89063,49690410,2004-09-16,2012-07-04,2
KFS2,89063,49690420,2012-07-05,2012-12-31,2
KFT,89006,50075N10,2001-07-19,2012-10-01,1
KFT,89006,60920710,2012-10-18,2023-12-29,1
KFY,86594,50064320,1999-03-18,2023-12-29,1
KIND,89207,49458010,2001-12-20,2018-06-29,1
KIRK,89449,49749810,2002-08-15,2023-12-29,1
KLU3,76758,48300710,1991-11-14,2002-04-02,1
KLU3,,,2002-04-18,2006-07-19,6
KLU3,91403,48300770,2006-07-20,2023-12-29,1
KMET,78001,48836010,1992-12-17,2010-11-07,1
KMET,78001,48836020,2010-11-18,2020-06-12,1
KMGB,85019,48256410,2002-03-14,2018-11-14,1
KMR,88989,49455U10,2002-01-17,2014-11-26,1
KMRT,89757,49878010,2003-06-19,2005-03-27,1
KMRT,89757,81235010,2005-04-14,2018-10-23,1
KMRT,,,2018-11-15,2021-01-31,6
KMX,84577,17273730,1997-03-20,2002-09-30,1
KMX,89508,14313010,2002-11-14,2023-12-29,1
KNGT,80987,49906410,1994-12-15,2017-09-08,1
KNGT,12473,49904910,2017-09-14,2023-12-29,1
KNLL,84780,49890410,1997-06-19,2004-12-14,1
KNLL,84780,49890420,2005-01-20,2021-07-16,1
KNOT,87496,49918410,2000-01-20,2011-06-27,1
KNOT,87496,98377210,2011-07-14,2018-12-20,1
KOGG,,,2006-02-16,2006-07-19,6
KOGG,91303,50015Q10,2006-07-20,2014-12-05,1
KONA,90865,50047H20,2005-08-18,2019-04-24,1
KONA,,,2019-05-16,2019-12-31,6
KPO,91114,50060P10,2006-02-16,2023-12-29,1
KR04,89960,50105F10,2004-04-15,2023-12-29,1
KRA,93175,50077C10,2010-01-14,2022-03-14,1
KREM,88172,50101410,2000-05-18,2016-07-27,1
KRNY,90600,48716910,2005-03-17,2015-05-18,1
KRNY,90600,48716P10,2015-06-18,2023-12-29,1
KSS,77606,50025510,1992-07-16,2023-12-29,1
KTEC,79399,49314310,1993-12-16,2018-03-20,1
KVHI,83390,48273810,1996-05-16,2023-12-29,1
LACO,86578,51206P10,1999-03-18,2014-09-09,1
LACO,86578,51206P20,2014-09-18,2015-08-03,1
LACO,86578,38101310,2015-08-20,2023-12-29,1
LAMR,83879,51281510,1996-09-19,2014-11-18,1
LAMR,83879,51281610,2014-11-20,2023-12-29,1
LAND,79841,51475910,1994-05-19,1998-08-26,1
LAND,79841,34985310,1998-09-17,2023-12-29,1
LANV,83391,51655510,1996-06-20,2006-07-02,1
LANV,83391,86323X10,2006-07-20,2023-12-29,1
LAP,85246,51802H10,1997-09-18,1999-03-11,1
LAP,85246,48020Q10,1999-03-18,2023-12-29,1
LARK,80336,51492810,1996-08-15,2001-10-08,1
LARK,80336,51504L10,2001-10-18,2009-09-29,1
LAYN,77862,52105010,1992-09-17,2018-06-14,1
LAZ,90701,G5405010,2005-05-19,2023-12-29,1
LBAI,87614,51163710,2002-06-20,2023-12-29,1
LBOR,83671,50540120,1996-08-15,2007-12-17,1
LBOR,83671,89785X10,2007-12-20,2023-12-29,1
LCI,89369,51601210,2002-05-16,2023-02-06,1
LCI,89369,51601220,2023-02-16,2023-04-19,1
LCI,,,2023-04-20,,6
LCUT,76686,53192610,1991-08-15,2005-06-30,1
LCUT,76686,53222Q10,2005-07-14,2023-12-29,1
LEA,80422,52189310,1994-05-19,1996-05-09,1
LEA,80422,52186510,1996-05-16,2009-07-01,1
LEA,,,2009-07-16,2009-11-18,6
LEA,93101,52186520,2009-11-20,2023-12-29,1
LEN/1,,,1998-07-16,2003-05-14,6
LEN/1,89731,52605730,2003-05-15,2023-12-29,1
LEXG,88173,52887210,2000-05-18,2015-05-20,1
LEXG,88173,52887230,2015-06-18,2023-12-29,1
LF,89471,52186N10,2002-08-15,2016-04-04,1
LFCO,85020,53184P10,1997-08-14,2001-06-11,1
LFCO,85020,53184P20,2001-06-14,2002-08-25,1
LFCO,85020,69478X10,2002-09-19,2023-12-29,1
LFUS,77918,53700810,1992-12-17,2023-12-29,1
LGE,86408,53591920,1998-11-19,2016-12-08,1
LGE,,,2016-12-15,2017-01-18,6
LGE,86408,53591940,2017-01-19,2023-12-29,1
LGND,78081,53220K10,1993-02-18,1994-11-24,1
LGND,78081,53220K20,1994-12-15,2010-11-18,1
LGND,78081,53220K50,2010-12-16,2023-12-29,1
LHCG,90734,50187A10,2005-06-16,2023-02-21,1
LHP,86106,51155710,1992-04-16,2001-09-04,1
LHP,86106,29250R10,2001-10-18,2018-12-19,1
LIEL,81678,53354310,1995-06-13,1998-06-01,1
LIEL,81678,53390010,1998-06-18,2023-12-29,1
LIG,75233,53222010,1988-01-14,1990-07-29,1
LIG,75233,11252510,1990-08-16,2000-05-24,1
LIG,75233,92240M10,2000-06-15,2023-12-29,1
LII1,87034,52610710,1999-09-16,2023-12-29,1
LINT,91277,53071M10,2006-07-20,2018-04-09,1
LINT,91277,74915M10,2018-04-19,2023-12-29,1
LION,80990,31639610,1995-04-20,1995-07-31,1
LION,80990,31632010,1995-08-17,2003-05-11,1
LION,80990,31639410,2003-05-15,2019-06-28,1
LIOX,87172,53625210,1999-09-16,2017-02-28,1
LJPC,80640,50345910,1995-10-19,2005-12-21,1
LJPC,80640,50345930,2006-01-19,2011-04-14,1
LJPC,80640,50345940,2011-05-19,2012-02-16,1
LJPC,80640,50345950,2012-03-15,2014-01-13,1
LJPC,80640,50345960,2014-01-16,2022-08-19,1
LKFN,85299,51165610,1997-08-15,2023-12-29,1
LKQX,89866,50188920,2003-11-20,2023-12-29,1
LL,92400,55003Q10,2007-11-15,2010-01-03,1
LL,92400,55003T10,2010-01-14,2023-12-29,1
LLL,86021,50242410,1998-06-18,2017-01-02,1
LLL,86021,50241310,2017-01-19,2019-06-28,1
LM,65330,52490110,1983-08-01,2020-07-31,1
LMAT,91503,52555820,2006-10-19,2023-12-29,1
LMIA,86178,50207910,1998-08-20,2017-06-26,1
LMII,90227,53071910,2004-06-17,2005-06-15,1
LMII,90227,53055510,2005-06-16,2013-06-09,1
LMII,90227,G5480U10,2013-06-20,2023-11-23,1
LMII/2,90866,53055530,2005-09-15,2013-06-09,1
LMII/2,90866,G5480U12,2013-06-20,2023-11-23,1
LMNR,93397,53274610,2010-06-17,2023-12-29,1
LMNX,87789,55027E10,2000-05-18,2021-07-13,1
LMTR,84319,53679710,1997-01-16,2023-12-29,1
LNBB,87652,50210010,2003-03-20,2015-08-14,1
LNDC,83148,51476610,1996-03-14,2023-12-29,1
LNOP,78168,M6706C10,1993-03-18,2008-07-31,1
LNOP,78168,M4146Y10,2008-08-14,2016-02-22,1
LNUX,87498,91819B10,2000-01-20,2007-05-23,1
LNUX,87498,83616W10,2007-06-14,2009-11-05,1
LNUX,87498,36846Q10,2009-11-19,2010-11-09,1
LNUX,87498,36846Q20,2010-12-16,2015-07-16,1
LOFS,79844,54179430,1995-02-16,1998-05-12,1
LOFS,79844,35921R10,1998-05-14,2001-08-03,1
LOFS,,,2001-10-18,2002-12-18,6
LOFS,89139,G3682E12,2002-12-19,2016-02-02,1
LOFS,89139,G3682E19,2016-03-17,2023-01-02,1
LOFS,89139,M4652810,2023-01-19,2023-12-29,1
LOGI,19673,54141910,1997-05-15,2006-10-20,1
LOGI,84621,H5043023,2006-11-16,2023-12-29,1
LOGM,92984,54142L10,2009-07-16,2020-08-28,1
LOJN,89659,53945110,1988-09-15,2016-03-18,1
LOPE,92852,38526M10,2008-12-18,2023-12-29,1
LPNT,86899,53219L10,1999-05-20,2018-11-15,1
LPSN,88174,53814610,2000-05-18,2023-12-29,1
LQDT,91095,53635B10,2006-03-16,2023-12-29,1
LRN,92493,48273U10,2008-01-17,2020-12-15,1
LRN,92493,86333M10,2020-12-17,2023-12-29,1
LRP,77569,54419110,2005-11-17,2007-07-10,2
LRP,77569,54419210,2007-07-11,2008-10-30,2
LRP,,,2008-11-20,2014-11-19,6
LRP,77569,03835T20,2014-11-20,2023-06-05,2
LRP,77569,03835T30,2023-06-06,2023-12-29,2
LSBK,91176,51070010,2006-04-20,2012-11-01,1
LSCC,75854,51841510,1990-01-18,2023-12-29,1
LSP,83342,G5646210,1996-07-18,2003-06-15,1
LSP,83342,G5646219,2003-06-19,2003-07-15,1
LSP,91024,54388110,2006-03-16,2021-03-09,1
LSPT,88258,51790330,2000-05-10,2000-08-21,1
LSPT,88258,71935810,2000-09-14,2009-01-26,1
LSPT,88258,71935820,2009-02-19,2010-02-03,1
LSPT,88258,71935830,2010-02-18,2016-09-22,1
LSPT,88258,71935840,2016-10-20,2017-10-31,1
LSPT,88258,30258F10,2017-11-16,2018-06-19,1
LSTR,78981,51509810,1993-05-20,2023-12-29,1
LTMI,90210,53217R20,2004-07-15,2015-06-10,1
LULU,92203,55002110,2007-08-16,2023-12-29,1
LUM1,,,1997-03-20,1999-04-14,6
LUM1,82261,36229U10,1999-04-15,2010-07-22,1
LUM1,82261,36191C10,2010-08-19,2010-12-28,1
LUM1,82261,36191C20,2011-01-20,2016-05-11,1
LUM1,82261,67000B10,2016-05-19,2023-12-29,1
LUNA,91359,55035110,2006-06-02,2023-12-29,1
LVLT,85991,52729N10,1998-11-19,2011-10-19,1
LVLT,85991,52729N30,2011-10-20,2017-10-31,1
LVSN,90505,51783410,2004-12-16,2023-12-29,1
LXBK,89440,50215810,1988-02-18,2007-07-31,1
LXBK,89440,65080T10,2007-08-16,2016-02-29,1
LXK,82643,52977110,1995-12-14,2016-11-28,1
LYTS,89456,50216C10,1985-10-17,2023-12-29,1
LYV,91041,53803410,2006-01-19,2023-12-29,1
MAAA,91233,57636Q10,2006-05-25,2023-12-29,1
MAG1,75596,55942410,1989-10-19,2011-12-04,1
MAG1,75596,55942440,2011-12-15,2015-09-01,1
MAG3,78985,M6786D10,1994-12-15,2017-11-16,1
MAIC,76838,62823T10,1991-11-14,1995-08-31,1
MAIC,76838,55261V10,1995-09-14,1997-06-01,1
MAIC,76838,58449U10,1997-06-19,2001-06-27,1
MAIC,76838,74267C10,2001-07-19,2023-12-29,1
MAL2,81566,22527E10,1995-08-17,2000-06-12,1
MAL2,81566,45166210,2000-06-15,2001-06-25,1
MAL2,81566,69323K10,2001-07-19,2019-08-29,1
MALI,91082,M5364E10,2006-02-16,2011-11-09,1
MALI,91082,M7867310,2011-11-17,2018-08-26,1
MALI,91082,M7867311,2018-09-20,2023-12-29,1
MANH,85992,56275010,1998-06-18,2023-12-29,1
MANI,89307,56456310,2002-04-18,2022-09-13,1
MARY,78170,79222810,1993-05-20,2010-06-01,1
MARY,78170,78454L10,2010-06-17,2023-12-29,1
MASH,92220,57479510,2007-08-16,2023-12-29,1
MAST,84320,57632N10,1997-01-16,2000-03-06,1
MAST,84320,45169U10,2000-03-16,2015-07-01,1
MATS,85257,03110010,1997-09-18,2023-12-29,1
MATW,80759,57712810,1994-10-20,2023-12-29,1
MBI,75175,55262C10,1987-07-01,2023-12-29,1
MBP,85656,59540G10,2003-05-15,2023-12-29,1
MBRG,88635,59609410,2003-02-20,2017-03-31,1
MBTF,89738,57887710,2003-05-15,2019-08-30,1
MBVT,90086,58844810,1987-09-17,2017-05-12,1
MBWM,87114,58737610,1999-07-19,2023-12-29,1
MBY,75470,59627810,1989-01-19,2023-12-29,1
MCBC,87501,55422510,2000-09-14,2023-12-29,1
MCBX,78172,55262M10,1993-01-14,1994-08-10,1
MCBX,78172,09182610,1994-08-18,2019-01-04,1
MCHP,78987,59501710,1993-05-20,2023-12-29,1
MCK,,,1977-09-15,1982-07-14,6
MCK,25646,58155610,1983-07-27,1994-11-30,1
MCK,81061,58155710,1994-12-15,1999-01-12,1
MCK,81061,58155Q10,1999-01-14,2023-12-29,1
MCMG,87077,55269B10,1999-10-14,2002-04-17,1
MCMG,87077,29255410,2003-07-22,2023-12-29,1
MCQC,90507,55607X10,2005-01-20,2007-06-24,1
MCQC,90507,55608B10,2007-07-19,2022-07-20,1
MCRI,79507,60902710,1993-10-14,2023-12-29,1
MCRL,81162,59479310,1995-02-16,2015-08-03,1
MCRY,85738,58937810,1998-03-19,2023-12-29,1
MCST,86211,59497210,1998-07-16,2002-07-30,1
MCST,86211,59497240,2002-08-15,2023-12-29,1
MDAS,92464,58404510,2008-01-17,2016-01-27,1
MDC,34024,57405510,1982-05-20,1983-08-31,1
MDC,66245,55267610,1984-05-25,2023-12-29,1
MDCN,88545,58468810,2000-09-14,2020-01-03,1
MDRX,87078,01988610,1999-08-19,2001-01-08,1
MDRX,87078,01988P10,2001-01-18,2023-12-29,1
MDSO,92940,58471A10,2009-07-16,2019-10-28,1
MDZ1,81527,55267W30,1996-09-19,2004-01-11,1
MDZ1,81527,55269710,2004-02-19,2021-08-02,1
MDZ1,81527,85256A10,2021-08-19,2023-12-29,1
MEAD,82644,58319P10,1996-01-18,2015-07-07,1
MEDF,80054,58470H10,2003-03-20,2023-12-29,1
MELL,92221,58733R10,2007-08-16,2023-12-29,1
MEQ,53444,60508010,1977-05-20,1985-12-12,1
MEQ,76515,23627410,1990-12-06,2005-09-20,1
MEQ,76515,22282E10,2005-10-20,2021-11-29,1
MERC,75578,58805610,1994-11-17,2023-12-29,1
METL,87842,59156R10,2000-05-18,2023-12-29,1
METZ,84103,59290310,1996-11-14,1999-07-26,1
METZ,84103,63935N10,1999-08-19,2019-10-10,1
MFI,86595,59507210,1999-03-18,2015-01-23,1
MFRI,76052,59824610,1990-05-17,1994-01-30,1
MFRI,76052,55272110,1994-02-17,2017-03-20,1
MFRI,76052,71416710,2017-04-20,2023-06-15,1
MFSF,87525,55273L10,2000-04-20,2000-04-27,1
MFSF,87525,62845B10,2000-05-18,2020-04-24,1
MG,93065,60649T10,2009-10-15,2023-12-29,1
MG1,,,1985-01-17,1992-04-15,6
MG1,78045,55922240,1992-10-09,2023-12-29,1
MGAM,83529,62545310,1998-11-19,2014-12-19,1
MGAS,77340,56632310,1995-02-16,1998-07-06,1
MGAS,77340,56632330,1998-07-16,1999-06-07,1
MGAS,77340,59159Q10,1999-06-17,2007-08-21,1
MGAS,77340,73936N10,2007-09-20,2016-05-06,1
MGIC,76948,55916610,1993-11-18,2023-12-29,1
MGII,90213,60935Y10,2004-07-15,2011-11-14,1
MGII,90213,60935Y20,2011-11-17,2023-05-31,1
MGRC,89915,58058910,1985-12-19,2023-12-29,1
MHG2,87841,55269P30,2004-09-16,2010-10-31,3
MHG2,87841,65563C10,2010-11-18,2014-08-06,1
MHGC,91096,61748W10,2006-02-16,2016-11-30,1
MHLD,92684,G5753U11,2008-05-15,2021-02-19,1
MHO,79909,55305B10,1994-02-17,2023-12-29,1
MHS,46703,57163010,1976-01-15,1993-10-11,1
MHS,79764,57190010,1993-11-18,1998-03-22,1
MHS,79764,57190310,1998-04-16,1998-05-20,1
MHS,85913,57190320,1998-06-18,2023-12-29,1
MHTT,82670,56311820,2004-02-19,2011-07-13,1
MHTT,82670,56311840,2011-07-14,2012-04-29,1
MHTT,82670,88322Q10,2012-05-17,2023-12-29,1
MICC,79996,L6388F10,1995-12-14,2003-02-19,1
MICC,,,2003-03-20,2003-04-16,6
MICC,79996,L6388F11,2003-04-17,2023-12-29,1
MIL2,80828,60055110,1994-12-15,2001-09-30,1
MIL2,80828,60055120,2001-10-18,2021-03-03,1
MIMS,83883,55304410,1996-10-17,2005-03-13,1
MIMS,83883,09069N10,2005-03-17,2019-08-06,1
MIMS,83883,68404L10,2019-08-15,2020-02-02,1
MIMS,83883,68404L20,2020-02-20,2023-12-29,1
MINI,80254,60740F10,1996-09-19,2020-06-30,1
MIPI,93398,60057710,2010-05-06,2011-04-11,1
MIPI,93398,60052710,2011-04-14,2015-07-30,1
MITC,81165,60650110,1996-02-15,2020-08-04,1
MITC,81165,60256610,2020-08-20,2023-10-15,1
MITL,93354,60671Q10,2010-05-20,2018-11-30,1
MJN,92890,58283910,2009-02-19,2017-06-14,1
MKSI,86778,55306N10,1999-05-20,2023-12-29,1
MKTX,90454,57060D10,2004-11-18,2023-12-29,1
MLCH,84234,55305V10,1997-09-18,1999-10-31,1
MLCH,84234,29426810,1999-11-18,2023-12-29,1
MLFX,90232,62541B10,2004-07-15,2016-07-26,1
MLI,76573,62475610,1993-11-18,2023-12-29,1
MLM,80204,57328410,1994-05-19,2023-12-29,1
MLNX,91821,M5136311,2007-02-15,2020-04-24,1
MLVF,92685,56141010,2008-05-20,2012-10-11,1
MLVF,92685,56140910,2012-10-18,2023-07-14,1
MMA,83827,62624B10,1998-06-18,2014-09-28,1
MMA,83827,55315D10,2015-06-18,2016-10-21,1
MMS,85067,57793310,1997-06-13,2023-12-29,1
MMSI,76392,58988910,1991-03-14,2023-12-29,1
MNDL,88518,56256510,2009-04-16,2010-06-09,1
MNDL,88518,64128P10,2010-07-15,2012-02-27,1
MNDL,88518,56256210,2012-03-15,2013-04-14,1
MNDL,88518,56256220,2013-04-18,2015-01-19,1
MNDL,88518,25400W10,2015-02-19,2023-12-29,1
MNKD,90285,56400P20,2004-08-19,2017-03-02,1
MNKD,90285,56400P70,2017-03-16,2023-12-29,1
